LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub
WI0146,Kaukauna PL,Kaukauna Public Library,public_library,207,,Thilmany,Rd,,Ste 200,Kaukauna,WI,54130,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,13,12,12,12,11,5,6,8,9,11,,,10,11,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0153-002,Kimberly PL,Kimberly James J. Siebers Memorial Library,public_library,515,W,Kimberly,Ave,,,Kimberly,WI,54136,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,12,14,7,12,10,7,8,7,8,10,,,10,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0153-003,Little Chute PL,Little Chute Gerard H. Van Hoof Memorial Library and Civic Center,public_library,625,,Grand,Ave,,,Little Chute,WI,54140,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,7,12,7,9,9,6,8,8,7,10,,,9,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0177,Manawa PL,Sturm Memorial Library,public_library,130,N,Bridge,St,,,Manawa,WI,54949,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,3,4,3,4,3,3,2,3,2,4,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0181,Marion PL,Marion Public Library,public_library,120,N,Main,St,,,Marion,WI,54950,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,4,3,2,3,4,3,2,3,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0222,New London PL,New London Public Library,public_library,406,S,Pearl,St,,,New London,WI,54961,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,5,11,7,6,5,7,5,4,5,4,,,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI2100,Outagamie Waupaca LS,Outagamie Waupaca Library System,library_system,225,N,Oneida,St,,,Appleton,WI,54911,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,1,2,2,1,1,1,,,2,2,,,2,2,FALSE,TRUE,TRUE,TRUE,TRUE,,
WI0405,Scandinavia PL,Scandinavia Public Library,public_library,349,N,Main,St,,,Scandinavia,WI,54977,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,6,3,2,2,2,0,1,0,1,2,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0289,Seymour PL,Muehl Public Library,public_library,436,N,Main,St,,,Seymour,WI,54165,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,4,8,5,5,8,4,4,5,4,5,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0295,Shiocton PL,Shiocton Public Library,public_library,W7740,,Pine,St,,,Shiocton,WI,54170,US,Outagamie,,,,Outagamie Waupaca Library System,OWLS,7,2,2,2,3,2,2,2,2,1,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0339,Waupaca PL,Waupaca Area Public Library,public_library,107,S,Main,St,,,Waupaca,WI,54981,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,11,17,13,10,7,12,6,9,13,11,,,12,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0349,Weyauwega PL,Weyauwega Public Library,public_library,301,S,Mill,St,,,Weyauwega,WI,54983,US,Waupaca,,,,Outagamie Waupaca Library System,OWLS,7,4,5,3,4,5,4,2,4,4,4,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0002,Adams County PL,Adams County Library,public_library,569,N,Cedar,St,,Ste 1,Adams,WI,53910,US,Adams,,,,South Central Library System,SCLS,7,4,4,5,9,5,6,4,4,4,3,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0003,Albany PL,Albertson Memorial Library,public_library,200,N,Water,St,,,Albany,WI,53502,US,Green,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0008,Amherst PL,Lettie W. Jensen Public Library,public_library,278,N,Main,St,,,Amherst,WI,54406,US,Portage,,,,South Central Library System,SCLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD110,AMP Library,"UW-Madison / Astronomy, Math, Physics Library",uw_madison,1150,,University,Ave,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0013,Arpin PL,Lester Public Library of Arpin,public_library,8091,,HWY E,,,,Arpin,WI,54410,US,Wood,,,,South Central Library System,SCLS,7,1,1,,,2,3,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0018,Baraboo PL,Baraboo Public Library,public_library,230,,Fourth,Ave,,,Baraboo,WI,53913,US,Sauk,,,,South Central Library System,SCLS,7,9,14,12,16,11,13,10,8,9,9,,,12,11,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0023,Belleville PL,Belleville Public Library,public_library,20,S,Park,St,,,Belleville,WI,53508,US,Dane,,,,South Central Library System,SCLS,7,5,5,3,5,4,5,4,5,4,3,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0030,Black Earth PL,Black Earth Public Library,public_library,1210,,Mills,St,,,Black Earth,WI,53515,US,Dane,,,,South Central Library System,SCLS,7,5,4,4,3,5,3,4,2,3,3,,,3,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0041,Brodhead PL,Brodhead Memorial Public Library,public_library,1207,,25th,St,,,Brodhead,WI,53520,US,Green,,,,South Central Library System,SCLS,7,5,4,4,6,4,4,3,4,4,4,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD120,Business Library,UW-Madison / Business Library,uw_madison,975,,University,Ave,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,2,1,1,1,1,1,1,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0049,Cambria PL,Jane Morgan Memorial Library,public_library,109,W,Edgewater,St,,,Cambria,WI,53923,US,Columbia,,,,South Central Library System,SCLS,7,2,4,3,2,4,1,1,1,1,1,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0050,Cambridge PL,Cambridge Community Library,public_library,101,,Spring Water,Aly,,,Cambridge,WI,53523,US,Dane,,,,South Central Library System,SCLS,7,6,5,4,4,6,8,4,3,4,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0040,Carroll University,Carroll University,private_academic,200,N,East,Ave,,,Waukesha,WI,53186,US,Waukesha,,,"2Q3C+QP Waukesha, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,1,1,1,0,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
ACAD0050,Carthage College,Carthage College,private_academic,2001,,Alford Park,Dr,,,Kenosha,WI,53140,US,Kenosha,,,"J5FH+5J Kenosha, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WIGOV110,CCBC,Cooperative Children's Book Center,wi_state_gov,225,N,Mills,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WIGOV120,CCIC,Child Care Information Center,wi_state_gov,201,W,Washington,Ave,,,Madison,WI,53703,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WITC120,Chippewa Valley TC,Chippewa Valley Technical College,wi_tech_college,620,W,Clairemont,Ave,,,Eau Claire,WI,54701,US,Eau Claire,,,,South Central Library System,SCLS,7,0,0,1,0,,,,,0,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD130,College Library,UW-Madison / College Library,uw_madison,600,N,Park,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,4,7,7,3,6,5,5,4,4,4,,,5,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0066,Columbus PL,Columbus Public Library,public_library,223,W,James,St,,,Columbus,WI,53925,US,Columbia,,,,South Central Library System,SCLS,7,5,9,4,5,7,4,5,4,4,5,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0069,Cross Plains PL,Rosemary Garfoot Public Library,public_library,2107,,Julius,St,,,Cross Plains,WI,53528,US,Dane,,,,South Central Library System,SCLS,7,5,7,6,6,5,3,4,5,4,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0501,Dane County LS,Dane County Library Service,public_library,1874,S,Stoughton,Rd,,,Madison,WI,53716,US,Dane,,,,South Central Library System,SCLS,7,8,3,7,8,5,5,4,8,5,4,,,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0077,Deerfield PL,Deerfield Public Library,public_library,12,W,Nelson,St,,,Deerfield,WI,53531,US,Dane,,,,South Central Library System,SCLS,7,6,5,3,8,5,4,3,5,3,3,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0078,DeForest PL,DeForest Area Public Library,public_library,203,,Library,St,,,DeForest,WI,53532,US,Dane,,,,South Central Library System,SCLS,7,8,8,13,15,11,9,9,9,9,9,7,8,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV140,DOA,Wisconsin Department of Administration Mailroom,wi_state_gov,3014,,Progress,Rd,,,Madison,WI,53716,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WIGOV160,DPI/RLL,Wisconsin Department of Public Instruction,wi_state_gov,125,S,Webster,St,,,Madison,WI,53703,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,1,2,,,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD140,Ebling Health Sciences,UW-Madison / Ebling Health Sciences Library,uw_madison,750,,Highland,Ave,,,Madison,WI,53705,US,Dane,,,,South Central Library System,SCLS,7,2,1,1,2,1,2,1,1,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0070,Edgewood College,Edgewood College,private_academic,959,,Edgewood College,Dr,,,Madison,WI,53711,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0424,Fitchburg PL,Fitchburg Public Library,public_library,5530,,Lacy,Rd,,,Fitchburg,WI,53711,US,Dane,,,,South Central Library System,SCLS,7,12,18,21,20,23,17,15,13,14,11,13,13,16,17,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC130,Fox Valley TC,Fox Valley Technical College,wi_tech_college,1825,N,Bluemound,Dr,,,Appleton,WI,54912,US,Outagamie,,,"7GMR+CC Appleton, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,0,,,0,0,,,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWMAD150,Geology & Geophysics,UW-Madison / Geology & Geophysics Library,uw_madison,1215,W,Dayton,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD160,GSCC,UW-Madison / Gender & Sexuality Studies Campus Center,uw_madison,716,,Langdon,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,,,0,1,,,0,0,,,,,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD170,iSchool,UW-Madison / School of Library & Information Science,uw_madison,600,N,Park,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWMAD180,Journalism,UW-Madison / Journalism Reading Room,uw_madison,821,,University,Ave,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,,,2,1,,,1,1,,,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD190,Kohler Art Library,UW-Madison / Kohler Art Library,uw_madison,800,,University,Ave,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,2,2,1,5,1,5,2,2,1,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0168,La Valle PL,La Valle Public Library,public_library,103,W,Main,St,,,La Valle,WI,53941,US,Sauk,,,,South Central Library System,SCLS,7,5,2,3,3,3,1,3,2,2,1,,,2,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD200,Law Library,UW-Madison / Law Library,uw_madison,975,,Bascom,Mall,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0090,Lawrence University,Lawrence University,private_academic,113,S,Lawe,St,,,Appleton,WI,54911,US,Outagamie,,,,South Central Library System,SCLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0392,Lodi PL,Lodi Woman's Club Public Library,public_library,130,,Lodi,St,,,Lodi,WI,53555,US,Columbia,,,,South Central Library System,SCLS,7,7,5,6,5,8,5,4,6,3,4,,,5,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC160,Madison Area TC,Madison Area Technical College,wi_tech_college,1701,,Wright,St,,,Madison,WI,53704,US,Dane,,,,South Central Library System,SCLS,7,1,0,1,1,1,1,0,0,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH010,Madison Metro SD,Madison Metropolitan School District,school,4711,,Pflaum,Rd,,,Madison,WI,53718,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-010,MadPL - Ashman Branch,Alicia Ashman Library,public_library,733,N,High Point,Rd,,,Madison,WI,53717,US,Dane,,,,South Central Library System,SCLS,7,29,33,26,21,24,24,22,19,19,21,10,9,22,22,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176,MadPL - Central Library,Madison Public Library,public_library,201,W,Mifflin,St,,,Madison,WI,53703,US,Dane,,,,South Central Library System,SCLS,7,44,75,57,45,48,62,48,49,44,55,31,25,52,46,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-002,MadPL - Hawthorne Branch,Hawthorne Library,public_library,2707,E,Washington,Ave,,,Madison,WI,53704,US,Dane,,,,South Central Library System,SCLS,7,17,25,18,13,14,16,14,15,14,12,4,8,15,14,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-003,MadPL - Lakeview Branch,Lakeview Library,public_library,2845,N,Sherman,Ave,,,Madison,WI,53704,US,Dane,,,,South Central Library System,SCLS,7,15,20,18,15,15,17,13,13,13,13,5,9,15,14,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-004,MadPL - Meadowridge Branch,Meadowridge Library,public_library,5726,,Raymond,Rd,,,Madison,WI,53711,US,Dane,,,,South Central Library System,SCLS,7,13,20,15,20,16,14,11,14,12,22,7,11,17,13,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-005,MadPL - Monroe Street Branch,Monroe Street Library,public_library,1705,,Monroe,St,,,Madison,WI,53711,US,Dane,,,,South Central Library System,SCLS,7,9,6,10,13,9,8,9,10,7,9,5,8,9,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-006,MadPL - Pinney Branch,Pinney Library,public_library,516,,Cottage Grove,Rd,,,Madison,WI,53716,US,Dane,,,,South Central Library System,SCLS,7,29,37,31,17,25,23,20,17,19,22,7,11,22,22,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-007,MadPL - Sequoya Branch,Sequoya Library,public_library,4340,,Tokay,Blvd,,,Madison,WI,53711,US,Dane,,,,South Central Library System,SCLS,7,49,48,39,42,41,30,29,31,27,28,11,17,33,33,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0176-008,MadPL - South Madison Branch,Goodman South Madison Library,public_library,2222,S,Park,St,,,Madison,WI,53713,US,Dane,,,,South Central Library System,SCLS,7,8,8,11,11,11,8,9,8,8,7,6,6,8,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0100,Marian University,Marian University,private_academic,45,S,National,Ave,,,Fond du Lac,WI,54935,US,Fond du Lac,,,"QHGH+XP Fond du Lac, Wisconsin",South Central Library System,SCLS,7,0,0,,,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
ACAD0110,Marquette University,Marquette University,private_academic,1355,W,Wisconsin,Ave,,,Milwaukee,WI,53233,US,Milwaukee,,,,South Central Library System,SCLS,7,1,1,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0183,Marshall PL,Marshall Community Library,public_library,605,,Waterloo,Rd,,,Marshall,WI,53559,US,Dane,,,,South Central Library System,SCLS,7,5,3,2,3,2,3,2,3,3,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0184,Marshfield PL,Everett Roehl Marshfield Public Library,public_library,105,S,Maple,Ave,,,Marshfield,WI,54449,US,Wood,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0187,Mazomanie PL,Mazomanie Free Library,public_library,102,,Brodhead,St,,,Mazomanie,WI,53560,US,Dane,,,,South Central Library System,SCLS,7,3,6,4,3,6,4,3,3,2,2,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0420,McFarland PL,E.D. Locke Public Library,public_library,5920,,Milwaukee,St,,,McFarland,WI,53558,US,Dane,,,,South Central Library System,SCLS,7,5,11,14,11,13,11,8,9,7,9,7,8,10,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV200,MCLL,Milwaukee County Law Library,wi_state_gov,901,N,9th,St,,,Milwaukee,WI,53233,US,Milwaukee,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
ACAD0120,MCW,Medical College of Wisconsin,private_academic,8701,W,Watertown Plank,Rd,,,Milwaukee,WI,53226,US,Milwaukee,,,,South Central Library System,SCLS,7,1,0,,,,,1,0,,,,,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD100,Memorial Library,UW-Madison / Memorial Library,uw_madison,728,,State,St,,,Madison,WI,53706,US,Dane,,,"3JG2+5V Madison, Wisconsin",South Central Library System,SCLS,7,7,10,5,16,4,8,6,6,9,10,,,10,7,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWMAD220,MERIT Library,UW-Madison / MERIT Library,uw_madison,225,N,Mills,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC170,Mid-State TC,Mid-State Technical College,wi_tech_college,500,,32nd,St,N,,Wisconsin Rapids,WI,54494,US,Wood,,,"96R8+MF Wisconsin Rapids, Wisconsin",South Central Library System,SCLS,7,,,1,0,,,0,0,,,,,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0196,Middleton PL,Middleton Public Library,public_library,7425,,Hubbard,Ave,,,Middleton,WI,53562,US,Dane,,,,South Central Library System,SCLS,7,37,40,36,28,33,29,27,25,26,22,6,17,27,28,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD230,Middleton Shelving,UW-Madison / Middleton Shelving Facillity,uw_madison,1305,,Linden,Dr,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,2,4,1,4,3,4,2,3,8,3,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC180,Milwaukee Area TC,Milwaukee Area Technical College,wi_tech_college,1200,S,71st,St,,,West Allis,WI,53214,US,Milwaukee,,,,South Central Library System,SCLS,7,0,1,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV210,MMHI,Mendota Mental Health Institute,wi_state_gov,301,,Troy,Dr,,,Madison,WI,53704,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0203,Monona PL,Monona Public Library,public_library,1000,,Nichols,Rd,,,Monona,WI,53716,US,Dane,,,,South Central Library System,SCLS,7,16,20,17,16,15,17,13,9,12,15,4,4,14,13,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0204,Monroe PL,Monroe Public Library,public_library,925,,16th,Ave,,,Monroe,WI,53566,US,Green,,,,South Central Library System,SCLS,7,10,10,9,9,10,10,7,11,6,6,,,10,9,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0207,Monticello PL,Monticello Public Library,public_library,512,E,Lake,Ave,,,Monticello,WI,53570,US,Green,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC190,Moraine Park TC,Moraine Park Technical College,wi_tech_college,235,N,National,Ave,,,Fond du Lac,WI,54936,US,Fond du Lac,,,,South Central Library System,SCLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0209,Mount Horeb PL,Mount Horeb Public Library,public_library,105,,Perimeter,St,,,Mount Horeb,WI,53572,US,Dane,,,,South Central Library System,SCLS,7,5,8,12,16,11,12,11,9,8,8,9,8,11,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0150,MSOE,Milwaukee School of Engineering,private_academic,500,E,Kilbourn,Ave,,,Milwaukee,WI,53202,US,Milwaukee,,,,South Central Library System,SCLS,7,0,1,,,0,0,,,0,0,,,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0216,Nekoosa PL,Charles & JoAnn Lester Library,public_library,100,,Park,St,,,Nekoosa,WI,54457,US,Wood,,,,South Central Library System,SCLS,7,2,2,,,5,4,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0219,New Glarus PL,New Glarus Public Library,public_library,319,,2nd,St,,,New Glarus,WI,53574,US,Green,,,,South Central Library System,SCLS,7,4,6,5,5,5,7,3,4,4,4,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0225,North Freedom PL,North Freedom Public Library,public_library,105,N,Maple,St,,,North Freedom,WI,53951,US,Sauk,,,,South Central Library System,SCLS,7,2,2,2,3,3,2,2,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC220,Northeast WI TC,Northeast Wisconsin Technical College,wi_tech_college,2740,W,Mason,St,,,Green Bay,WI,54303,US,Brown,,,,South Central Library System,SCLS,7,1,1,,,0,1,,,1,0,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WIGOV230,Oakhill CI,Oakhill Correctional Institute,wi_state_gov,5212,,County Hwy M,,,,Oregon,WI,53575,US,Dane,,,"XJ64+G5 Oregon, Wisconsin",South Central Library System,SCLS,7,,,2,1,,,1,1,,,,,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0236,Oregon PL,Oregon Public Library,public_library,256,,Brook,St,,,Oregon,WI,53575,US,Dane,,,,South Central Library System,SCLS,7,5,12,15,17,13,13,10,9,10,11,11,10,12,11,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0245,Pardeeville PL,Angie Williams Cox Public Library,public_library,119,N,Main,St,,,Pardeeville,WI,53954,US,Columbia,,,,South Central Library System,SCLS,7,2,2,5,3,3,2,3,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0399,Pittsville PL,Pittsville Community Library,public_library,5291,,Third,Ave,,,Pittsville,WI,54466,US,Wood,,,,South Central Library System,SCLS,7,,,1,0,,,1,1,1,0,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0253,Plain PL,Kraemer Library & Community Center,public_library,910,,Main,St,,,Plain,WI,53577,US,Sauk,,,,South Central Library System,SCLS,7,3,5,4,2,4,2,2,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0259,Portage PL,Portage Public Library,public_library,253,W,Edgewater,St,,,Portage,WI,53901,US,Columbia,,,,South Central Library System,SCLS,7,7,9,10,12,8,7,8,6,6,5,,,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0309-002,PortCo - Almond Branch,Almond Branch,public_library,122,,Main,St,,,Almond,WI,54909,US,Portage,,,,South Central Library System,SCLS,7,,,2,2,,,1,6,1,2,,,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0309-003,PortCo - Plover Branch,Plover Branch,public_library,2151,,Roosevelt,Dr,,,Plover,WI,54467,US,Portage,,,,South Central Library System,SCLS,7,3,4,3,3,3,3,3,3,3,9,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0309-004,PortCo - Rosholt Branch,Rosholt Branch,public_library,137,N,Main,St,,,Rosholt,WI,54473,US,Portage,,,,South Central Library System,SCLS,7,2,2,,,4,3,,,4,2,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0309,PortCo - Stevens Point PL,Portage County Public Library,public_library,1001,,Main,St,,,Stevens Point,WI,54481,US,Portage,,,,South Central Library System,SCLS,7,12,19,15,12,12,11,10,12,8,8,,,13,12,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0261,Poynette PL,Poynette Area Public Library,public_library,118,N,Main,St,,,Poynette,WI,53955,US,Columbia,,,,South Central Library System,SCLS,7,3,3,6,4,4,4,2,3,2,3,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0263,Prairie du Sac PL,Ruth Culver Community Library,public_library,540,,Water,St,,,Prairie du Sac,WI,53578,US,Sauk,,,,South Central Library System,SCLS,7,7,10,10,9,7,7,6,7,6,6,,,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0269,Randolph PL,Hutchinson Memorial Library,public_library,228,N,High,St,,,Randolph,WI,53956,US,Columbia,,,,South Central Library System,SCLS,7,3,3,3,4,3,3,3,3,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0272,Reedsburg PL,Reedsburg Public Library,public_library,370,,Vine,St,,,Reedsburg,WI,53959,US,Sauk,,,,South Central Library System,SCLS,7,10,14,12,12,10,9,8,6,8,8,,,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0277,Rio PL,Rio Community Library,public_library,324,W,Lyons,St,,,Rio,WI,53960,US,Columbia,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0160,Ripon College,Ripon College,private_academic,300,W,Seward,St,,,Ripon,WI,54971,US,Fond du Lac,,,"R5V5+J3 Ripon, Wisconsin",South Central Library System,SCLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WIGOV250,RL&LL,Resources for Libraries & LIfelong Learning,wi_state_gov,2109,S,Stoughton,Rd,,,Madison,WI,53716,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
